UID,Base,Points,FullCode
45,20,20,C0045020020
46,20,20,C0046020020
47,20,20,C0047020020
48,20,20,C0048020020
49,20,20,C0049020020
50,20,20,C0050020020
51,20,20,C0051020020
52,20,20,C0052020020
53,20,20,C0053020020
54,20,20,C0054020020
55,20,20,C0055020020
56,20,20,C0056020020
57,20,20,C0057020020
58,20,20,C0058020020
59,20,20,C0059020020
60,20,20,C0060020020
61,20,20,C0061020020
62,20,20,C0062020020
63,20,20,C0063020020
64,20,20,C0064020020
65,20,20,C0065020020
66,20,20,C0066020020
67,20,20,C0067020020
68,20,20,C0068020020
69,20,20,C0069020020
70,20,20,C0070020020
71,20,20,C0071020020
72,20,20,C0072020020
73,20,20,C0073020020
74,20,20,C0074020020
75,20,20,C0075020020
76,20,20,C0076020020
77,20,20,C0077020020
78,20,20,C0078020020
79,20,20,C0079020020
80,20,20,C0080020020
81,20,20,C0081020020
82,20,20,C0082020020
83,20,20,C0083020020
84,20,20,C0084020020
85,20,20,C0085020020
86,20,20,C0086020020
87,20,20,C0087020020
88,20,20,C0088020020
89,20,20,C0089020020
90,20,20,C0090020020
91,20,20,C0091020020
92,20,20,C0092020020
93,20,20,C0093020020
94,20,20,C0094020020
95,20,20,C0095020020
96,20,20,C0096020020
97,20,20,C0097020020
98,20,20,C0098020020
99,20,20,C0099020020
100,20,20,C0100020020
101,20,20,C0101020020
102,20,20,C0102020020
103,20,20,C0103020020
104,20,20,C0104020020
105,20,20,C0105020020
106,20,20,C0106020020
107,20,20,C0107020020
108,20,20,C0108020020
109,20,20,C0109020020
110,20,20,C0110020020
111,20,20,C0111020020
112,20,20,C0112020020
113,20,20,C0113020020
114,20,20,C0114020020
115,20,20,C0115020020
116,20,20,C0116020020
117,20,20,C0117020020
118,20,20,C0118020020
119,20,20,C0119020020
120,20,20,C0120020020
121,20,20,C0121020020
122,20,20,C0122020020
123,20,20,C0123020020
124,20,20,C0124020020
125,20,20,C0125020020
126,20,20,C0126020020
127,20,20,C0127020020
128,20,20,C0128020020
129,20,20,C0129020020
130,20,20,C0130020020
131,20,20,C0131020020
132,20,20,C0132020020
133,20,20,C0133020020
134,20,20,C0134020020
135,20,20,C0135020020
136,20,20,C0136020020
137,20,20,C0137020020
138,20,20,C0138020020
139,20,20,C0139020020
140,20,20,C0140020020
